Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
1996-06-07,7.042981147766113,7.076127240569187,6.939216754531555,6.949304863190819,223961286
1996-06-10,6.979568958282471,7.047303949831353,6.94642209666759,7.018480893173831,181533533
1996-06-11,6.924805641174316,6.989658105726258,6.885894470406514,6.946423129358298,245694726
1996-06-12,7.0300092697143555,7.103509332132976,6.978128231374621,7.032892576166472,200355457
1996-06-13,7.002627849578857,7.057392197243243,6.9795690958350844,7.018481031493317,116946606
1996-06-14,7.076127052307129,7.090539735591649,7.009833328648111,7.032892851995047,122670207
1996-06-17,6.979568958282471,7.09774449145909,6.962275278269615,7.09774449145909,107843741
1996-06-18,6.800865650177002,6.946422990419968,6.718718734775888,6.946422990419968,191150360
1996-06-19,6.597661018371582,6.831129563938253,6.544337166576819,6.802305735415406,239238694
1996-06-20,6.607748508453369,6.636571564368101,6.470837260564785,6.54289605521402,284643785
1996-06-21,6.42471981048584,6.612071600315208,6.387249529510794,6.5688374010250365,353062318
1996-06-24,6.3699564933776855,6.427602992998096,6.2719564046467715,6.3728382601751825,307595608
1996-06-25,6.235927104949951,6.427603095454237,6.1105459951485415,6.398779652707508,349199902
1996-06-26,6.116310119628906,6.27483768279879,6.086045798156355,6.27483768279879,296123198
1996-06-27,6.2258381843566895,6.283485062332797,5.985163719907293,6.060104661276235,538798574
1996-06-28,6.156662940979004,6.391573111753095,6.097575177462967,6.283485307567911,759474427
1996-07-01,6.01686954498291,6.274838082886251,5.952016708491914,6.083163264763923,553501802
1996-07-02,5.890047073364258,6.078839736585817,5.851135526145193,6.0211932423435,568077589
1996-07-03,5.495167255401611,5.820871157938993,5.433197341940827,5.807900129028189,645479950
1996-07-04,5.474991321563721,5.643607776891805,5.309256632889866,5.397168223734101,806775714
1996-07-05,5.392844200134277,5.577313829164993,5.319345295083964,5.526872521000425,595286753
1996-07-08,5.434638023376465,5.966428208918067,5.376991150853156,5.503813500496289,347866683
1996-07-09,5.168023109436035,5.966429147352098,4.957612184108363,5.391403524497665,541834730
1996-07-10,5.080111980438232,5.186758913549196,4.960495556414682,4.986436078056534,479966058
1996-07-11,5.093081951141357,5.260256348335033,5.05993470939794,5.14496336858112,458245222
1996-07-12,4.902848720550537,5.071464409461242,4.8581720975857765,5.058494149523869,688976239
1996-07-15,5.175228595733643,5.418786010890846,4.787554738161096,4.871142528831737,1448889005
1996-07-16,6.250339508056641,6.2589863485478725,5.764666318201888,5.764666318201888,858611628
1996-07-17,6.361309051513672,6.600542267008993,5.926076820095776,6.024075750625852,1115459465
1996-07-18,6.668278694152832,6.679808073158363,6.4549863374131675,6.4549863374131675,848594275
1996-07-19,6.998305320739746,7.002628356186764,6.728806598055092,6.728806598055092,393554662
1996-07-22,6.894539833068848,7.139538493216207,6.467954465101519,6.773481771219455,405630663
1996-07-23,6.953628063201904,7.240420425622308,6.812393014445525,7.1481854174398975,488003187
1996-07-24,6.276280403137207,6.7749238528272775,6.2589863372318435,6.7749238528272775,447774126
1996-07-25,5.993811130523682,6.312308312716802,5.963546807360408,6.22007445994834,593621628
1996-07-26,5.996694564819336,6.093252627895445,5.833842768304391,5.966430235182061,534079089
1996-07-29,6.116310119628906,6.290690862565289,6.04136918011545,6.077398574196983,442365624
1996-07-30,5.95490026473999,6.052899586614314,5.8107830488157415,6.026958295270866,411938248
1996-07-31,6.16242790222168,6.247456958086356,5.701254379783544,5.995252327108492,419615464
1996-08-01,6.050016403198242,6.341131397434116,6.012546125923993,6.282043637695719,573738171
1996-08-02,5.967871189117432,6.094693583325781,5.923194943451214,6.029841887571963,363985756
1996-08-05,5.875635623931885,5.992370659738811,5.852577255391043,5.954899992832377,229500029
1996-08-06,5.936164855957031,6.03848759015129,5.797812339377521,5.851135801381075,330688876
1996-08-07,6.068752288818359,6.096134848129551,5.923194191736466,5.9592235913902325,305888471
1996-08-08,5.950575828552246,6.145133568226524,5.923193656668764,6.107663288536621,287014731
1996-08-09,5.998135566711426,6.035605854838905,5.9087838445783305,5.960665278583947,237997904
1996-08-12,5.996694564819336,6.068752987468252,5.96931238731,6.024076742328671,193398067
1996-08-13,6.031280994415283,6.0802806463666235,5.960663475324083,5.980839689376371,196437024
1996-08-14,5.949135780334473,6.038488264797858,5.927518293442257,5.927518293442257,172025941
1996-08-15,5.949135780334473,5.949135780334473,5.949135780334473,5.949135780334473,0
1996-08-16,5.949135780334473,5.992371139073083,5.895812312373386,5.952017547320638,151178980
1996-08-19,5.6854023933410645,5.937606675300088,5.652255912211312,5.923194760074077,224927590
1996-08-20,5.747372150421143,5.8655476881294515,5.596049749826867,5.627754959384286,352114219
1996-08-21,6.035604000091553,6.035604000091553,5.865546679684296,5.90301695629712,308818193
1996-08-22,6.0788397789001465,6.267632828389997,6.042810767867168,6.225838359489007,469709230
1996-08-23,6.152340412139893,6.218634141522907,6.052899818065372,6.081722877398193,350177410
1996-08-26,6.031280994415283,6.1508973955496336,6.006780975962565,6.096133825926674,279394933
1996-08-27,5.982281684875488,6.060104389218354,5.9376050677341015,6.024074995862237,301803385
1996-08-28,6.149456977844238,6.160986354598293,5.995252429905586,5.995252429905586,171898501
1996-08-29,6.09181022644043,6.18116308505655,6.078839966845521,6.166751172234475,174203626
1996-08-30,6.097575664520264,6.116310998328764,6.0557811918253455,6.084604634240671,122273882
1996-09-02,6.130722522735596,6.1523403946048685,6.084605012007834,6.113428456212685,118106171
1996-09-03,5.976517200469971,6.194133310326892,5.940487803568571,6.152339610273565,276108098
1996-09-04,5.9837236404418945,5.998134784440546,5.911664840815349,5.944812088819724,135678901
1996-09-05,6.073075771331787,6.08892856875868,6.008222928280104,6.008222928280104,143526971
1996-09-06,6.022635459899902,6.106223255433479,5.998135051186812,6.097576029713907,111851802
1996-09-09,5.976517200469971,6.024075588629357,5.952016794826558,6.021193437053393,108053807
1996-09-10,5.92319393157959,5.970752321283221,5.887165303416583,5.970752321283221,144573101
1996-09-11,5.85978364944458,5.992371106982357,5.8251955166205915,5.911665078772208,124726054
1996-09-12,5.8165483474731445,5.856900784539171,5.721431173759748,5.8223134212873555,271684106
1996-09-13,5.76610803604126,5.861224828675359,5.75169612082698,5.849695835439811,181943862
1996-09-16,5.5600199699401855,5.737283649333676,5.516784616344544,5.737283649333676,209209043
1996-09-17,5.643608570098877,5.707019378982495,5.5571386203367075,5.5643438078932395,177238381
1996-09-18,5.918870449066162,5.980839977386581,5.613343147485687,5.6205483336377515,203848156
1996-09-19,5.705577373504639,5.982282005231428,5.67819481751334,5.936164502451278,245822166
1996-09-20,5.673873424530029,5.792048982166559,5.649373397850574,5.695490913974619,159067662
1996-09-23,5.6003737449646,5.678196476208238,5.5384041986482,5.650815067080717,163084127
1996-09-24,5.643608570098877,5.704137226969044,5.606138284198883,5.6205494292203255,132116180
1996-09-25,5.6839599609375,5.793489031401243,5.663783745697554,5.704136176177446,148154028
1996-09-26,5.594608306884766,5.6753131685125755,5.548490803149878,5.655136953105623,131553203
1996-09-27,5.42310905456543,5.590283842526868,5.3942852311934395,5.590283842526868,258151647
1996-09-30,5.5066962242126465,5.5311966287751115,5.3438448510252785,5.3899619688849505,248744886
1996-10-01,5.49228572845459,5.5585794540750975,5.434639228106499,5.534079046628943,186225010
1996-10-02,5.49228572845459,5.49228572845459,5.49228572845459,5.49228572845459,0
1996-10-03,5.467785835266113,5.617666970688071,5.427433399554434,5.54849147659781,152664847
1996-10-04,5.496608734130859,5.541285358715712,5.368345473646341,5.498050002494213,180091079
1996-10-07,5.389962673187256,5.509579865502271,5.202610870956305,5.509579865502271,272128046
1996-10-08,5.413020610809326,5.476432180405331,5.232874779944955,5.364021339007249,196707309
1996-10-09,5.48363733291626,5.53407786559849,5.397167408370636,5.476431377552766,175357589
1996-10-10,5.630636692047119,5.64937202465707,5.441844022451168,5.467785311442504,194458201
1996-10-11,5.62343168258667,5.721430613705988,5.565785184583399,5.656578159094504,218296503
1996-10-14,5.457697868347168,5.591726209662066,5.4346394980351596,5.57010872283856,161673883
1996-10-15,5.4418439865112305,5.519667468017133,5.3539331670187496,5.423109423933273,162204650
1996-10-16,5.43319845199585,5.561462109744564,5.414463501290808,5.535520816531131,139300441
1996-10-17,5.572990417480469,5.620548807598962,5.356815182029402,5.405815610380607,280674936
1996-10-18,5.6147847175598145,5.707018573374886,5.528314780003815,5.606137492831733,449426646
1996-10-21,5.6147847175598145,5.6147847175598145,5.6147847175598145,5.6147847175598145,0
1996-10-22,5.815106391906738,5.923193421958572,5.6565776699592085,5.6565776699592085,404608341
1996-10-23,6.153781890869141,6.18836925528704,6.024076579622657,6.116311604492759,321409556
1996-10-24,6.073075771331787,6.367073735355537,6.0125471184041,6.195574730531267,664698198
1996-10-25,6.166750907897949,6.20422118671175,6.039928544206353,6.051457535034039,307185279
1996-10-28,6.097575664520264,6.225838924644537,6.0673113386997874,6.197015867183366,198911602
1996-10-29,6.0024590492248535,6.225839098112413,5.939047474144326,6.068752391195973,255387177
1996-10-30,6.0024590492248535,6.0024590492248535,6.0024590492248535,6.0024590492248535,0
1996-10-31,5.822312831878662,5.895811741256636,5.753136187607068,5.895811741256636,174959864
1996-11-01,5.670990467071533,6.225839155719485,5.63352018301796,5.864106576036426,176580174
1996-11-04,5.438961505889893,5.620548206919093,5.384197164956234,5.620548206919093,219855194
1996-11-05,5.336638927459717,5.495167663305458,5.303492450912172,5.423109636953576,171643620
1996-11-06,5.273228168487549,5.339521892024581,5.077229534528054,5.221345973346075,375113658
1996-11-07,5.34672737121582,5.371227779231961,5.274669725297033,5.343845604314904,197698821
1996-11-08,5.394284725189209,5.421666892879125,5.202609551359791,5.375549395736501,156443236
1996-11-11,5.287639617919922,5.359698028729919,5.211257787151236,5.267463401476614,160514318
1996-11-12,5.287639617919922,5.287639617919922,5.287639617919922,5.287639617919922,0
1996-11-13,5.381316184997559,5.411580513439126,5.245846571344193,5.245846571344193,91577621
1996-11-14,5.310698509216309,5.389962103003058,5.284757220761001,5.361139047981354,79014267
1996-11-15,5.378432750701904,5.415903027676571,5.276109641899206,5.293403704723074,89604400
1996-11-18,5.525431156158447,5.539843067221991,5.404373874894101,5.404373874894101,160543727
1996-11-19,5.45625638961792,5.561461667749604,5.40293292388143,5.538403298326275,147561641
1996-11-20,5.2703447341918945,5.462020699390528,5.248727636178504,5.462020699390528,116320609
1996-11-21,5.1781110763549805,5.320786623210018,5.126228499383514,5.261698089997612,209685193
1996-11-22,5.1262288093566895,5.208375714589944,5.09164067925365,5.121905774286493,232072639
1996-11-25,5.371227264404297,5.4850793734196035,5.008053453177674,5.108934532748776,357273443
1996-11-26,5.459139347076416,5.610461771340491,5.276111323341385,5.464904421475739,398213928
1996-11-27,5.234317302703857,5.274669738501059,5.108935035225044,5.274669738501059,222453012
1996-11-28,5.206935882568359,5.30205268212586,5.17378862914446,5.245847055598285,130021121
1996-11-29,5.2256693840026855,5.283315878189151,5.196846329386512,5.2429626778366245,100735104
1996-12-02,5.212697982788086,5.2732273940406245,5.163698716448584,5.1954039202808024,73168828
1996-12-03,5.25449275970459,5.372667898121072,5.179551817732739,5.188199041975778,200186004
1996-12-04,5.180994033813477,5.21702343566864,5.104612194621886,5.21702343566864,134967477
1996-12-05,5.2703447341918945,5.329433265214338,5.094523103988925,5.133434650321246,189137926
1996-12-06,5.278993606567383,5.330876197814825,5.245847122628396,5.296287675331787,111482086
1996-12-09,5.2703447341918945,5.319345157823387,5.2415216802046345,5.245845484761422,81383813
1996-12-10,5.179551601409912,5.257374691576436,5.14640435897578,5.245845316369981,109884183
1996-12-11,5.541284561157227,5.542725444359037,5.201169143516483,5.201169143516483,204542775
1996-12-12,5.42022705078125,5.63063722446297,5.398609949501308,5.591726057204908,242914851
1996-12-13,5.421668529510498,5.447609821961119,5.340963655056772,5.392845085095465,126536824
1996-12-16,5.6147847175598145,5.649372076655599,5.45625598543497,5.45625598543497,198617510
1996-12-17,5.539844512939453,5.652255754772756,5.482198008503692,5.606138243260799,168830135
1996-12-18,5.621991157531738,5.728637320368564,5.581637951935596,5.620549119219076,197738033
1996-12-19,5.624873161315918,5.692607770132035,5.555697284133415,5.606137827415367,133691676
1996-12-20,5.879958629608154,5.9231932091027435,5.695489011679118,5.695489011679118,359023994
1996-12-23,5.79204797744751,5.907341747758162,5.753136426206204,5.907341747758162,208125102
1996-12-24,5.780517578125,5.822312043663908,5.721429820006151,5.776194543695582,152832900
1996-12-25,5.780517578125,5.780517578125,5.780517578125,5.780517578125,0
1996-12-26,6.0456929206848145,6.074516362325245,5.879959382353309,5.879959382353309,144718746
1996-12-27,6.0456929206848145,6.0456929206848145,6.0456929206848145,6.0456929206848145,0
1996-12-30,6.0456929206848145,6.0456929206848145,6.0456929206848145,6.0456929206848145,0
1996-12-31,5.956341743469238,6.081722859603943,5.911665116239467,6.0745169023147305,104373449
1997-01-01,6.32383918762207,6.3555443977191155,6.038488062252828,6.038488062252828,282841417
1997-01-02,6.173956871032715,6.341131665196929,6.156662807340312,6.339690396984033,208595650
1997-01-03,6.2460150718688965,6.261868253735301,6.126399038286648,6.126399038286648,196512647
1997-01-06,6.205661773681641,6.312307917140356,6.182603408173065,6.2834848640161125,131549002
1997-01-07,6.248898029327393,6.296456805290906,6.162428087508865,6.1998987549207705,192860298
1997-01-08,6.351221084594727,6.4838081476410245,6.297897620754884,6.39733782180107,270772419
1997-01-09,6.336809158325195,6.395896540526538,6.2647503611272635,6.305103564725092,201638261
1997-01-10,6.416072845458984,6.4679550415703035,6.377161679568188,6.4420141359917205,203125529
1997-01-13,6.405985355377197,6.427603612847196,6.297898302523307,6.3411328926923485,167282648
1997-01-14,6.66107177734375,6.787894935480945,6.387250396887203,6.456426664962036,215142711
1997-01-15,7.128009796142578,7.128009796142578,6.731688713418211,6.773482416269633,367418236
1997-01-16,6.950746059417725,7.628093680558527,6.845541168816577,7.628093680558527,426196135
1997-01-17,7.022805213928223,7.119363269226431,6.715835826933894,6.715835826933894,364585144
1997-01-20,6.772039890289307,7.047302848517313,6.724481892731913,7.032891707394791,215271551
1997-01-21,6.639453887939453,6.83112870494465,6.574600666872315,6.730247627525202,227253722
1997-01-22,7.09342098236084,7.104950358235005,6.831128643608871,6.831128643608871,292349010
1997-01-23,7.09342098236084,7.093420982360839,7.093420982360839,7.093420982360839,0
1997-01-24,7.4681267738342285,7.527214169166617,7.263480483425335,7.263480483425335,520318358
1997-01-27,7.733301639556885,7.9264177785254715,7.594949089333007,7.638184068800854,516657606
1997-01-28,7.933621883392334,7.959563174235036,7.7145644893242755,7.890386911926707,335030243
1997-01-29,7.9047980308532715,8.301119076041772,7.733299430605722,8.301119076041772,503528474
1997-01-30,7.896152496337891,8.027298687590728,7.7390650125637865,7.753476927287643,592714143
1997-01-31,7.718886852264404,7.868768740878779,7.609358164769564,7.740504336114484,512306436
1997-02-03,7.293742656707764,7.6309763245037345,7.205832224054431,7.479653939417672,386045499
1997-02-04,7.603592395782471,7.7217679000523125,7.251948418906093,7.280771468513242,487395396
1997-02-05,7.581976413726807,7.8947092651542485,7.5315343397796335,7.825532245659653,367611497
1997-02-06,7.704476833343506,7.790946781355571,7.4810956210400965,7.581978253598655,445404581
1997-02-07,7.887502670288086,7.9393844708508245,7.6670048254194105,7.739062838983872,454092915
1997-02-10,7.858681678771973,7.912003991461906,7.721770416231538,7.8903872746437,322994855
1997-02-11,7.923533916473389,7.982621301249127,7.782299622498254,7.80968218220083,253800477
1997-02-12,7.8932695388793945,8.020092700264447,7.828417844522453,7.926417175183976,251775440
1997-02-13,7.864443778991699,7.924973186810735,7.799592106891815,7.847150102419482,202465921
1997-02-14,7.897592067718506,7.926415893782314,7.832739613937352,7.839945955407442,144386842
1997-02-17,7.93073844909668,8.07053145635401,7.883179677903595,7.998473435369187,233793781
1997-02-18,7.731857776641846,7.9408278213068755,7.674210894317296,7.9408278213068755,250776926
1997-02-19,7.864443778991699,7.886062029569177,7.679974559286117,7.785179426568072,290382791
1997-02-20,7.786622524261475,7.883180575946041,7.7433883226719775,7.839946374356544,209330882
1997-02-21,7.675652980804443,7.763564188186767,7.6497116911181475,7.724652253657323,200382065
1997-02-24,7.387419700622559,7.623770776402299,7.35139030093246,7.618005702895889,239367535
1997-02-25,7.537301540374756,7.7491533833574415,7.293744099856519,7.349949722276757,513271340
1997-02-26,7.605034351348877,7.652593118913336,7.4479469075030105,7.49118187077682,257479435
1997-02-27,7.773652076721191,7.803916400561024,7.63529956218208,7.6410646352420075,279361322
1997-02-28,8.466854095458984,8.61817650703926,8.243472879377755,8.394795290958031,165116166
1997-03-03,8.796881675720215,9.036115310579229,8.74788162597617,8.851646029600293,335152081
1997-03-04,8.874704360961914,8.93379252267173,8.717617635772148,8.834351920716239,292860171
1997-03-05,8.760851860046387,9.222025425727427,8.595118307609212,9.165819805983432,627047348
1997-03-06,8.66717529296875,8.733469019784147,8.546117216606214,8.62105778389572,417566619
1997-03-07,8.66717529296875,8.66717529296875,8.66717529296875,8.66717529296875,0
1997-03-10,8.249237060546875,8.485588127544242,8.203119553842523,8.485588127544242,383942037
1997-03-11,7.809682846069336,8.272296934371541,7.724653392850442,8.185826212634382,567678463
1997-03-12,8.034501075744629,8.18150040601165,7.914885068141854,8.09647175149934,436392744
1997-03-13,7.92929744720459,8.123855573223711,7.880298176067187,8.112326197089923,278082720
1997-03-14,8.08926773071289,8.214649616293942,7.805357864986762,7.8399467678108685,679037311
1997-03-17,8.201678276062012,8.243471977749028,8.030179664349788,8.126737712708,474945478
1997-03-18,8.309765815734863,8.442353251947821,8.174295843106433,8.200236361120991,463348428
1997-03-19,8.138266563415527,8.510087589421266,8.09935463097777,8.47261769511999,355162979
